,location,total_sqft,bath,price,bhk
4734,Kudlu Gate,1336.0,2.0,86.0,2
4735,Kudlu Gate,1919.0,3.0,121.0,3
4736,Kudlu Gate,1464.0,3.0,56.0,2
4738,Kudlu Gate,1850.0,3.0,120.0,3
4739,Kudlu Gate,940.0,2.0,69.57,2
4740,Kudlu Gate,1215.0,2.0,44.96,2
4741,Kudlu Gate,1164.0,2.0,75.0,2
4742,Kudlu Gate,3850.0,6.0,205.0,4
4743,Kudlu Gate,1183.0,2.0,79.54,2
4744,Kudlu Gate,1850.0,3.0,110.0,3
4747,Kudlu Gate,1200.0,2.0,44.4,2
4749,Kudlu Gate,1310.0,2.0,53.0,2
4750,Kumaraswami Layout,2000.0,4.0,139.0,4
4751,Kumaraswami Layout,1000.0,2.0,48.5,2
4752,Kumaraswami Layout,1000.0,2.0,58.0,2
4753,Kumaraswami Layout,2400.0,7.0,125.0,7
4754,Kumaraswami Layout,2400.0,2.0,125.0,3
4755,Kumaraswami Layout,1310.0,2.0,70.0,3
4756,Kumaraswami Layout,850.0,1.0,78.0,1
4757,Kumaraswami Layout,3200.0,7.0,150.0,7
4758,Kumaraswami Layout,1310.0,2.0,85.0,3
4759,Kumaraswami Layout,2450.0,3.0,110.0,4
4760,Kumaraswami Layout,3100.0,7.0,145.0,7
4761,Kumaraswami Layout,1200.0,3.0,75.0,3
4762,Kumaraswami Layout,1081.0,2.0,60.0,2
4763,Kundalahalli,1724.0,3.0,125.0,3
4764,Kundalahalli,1030.0,2.0,49.0,2
4765,Kundalahalli,735.0,2.0,57.99,2
4766,Kundalahalli,1047.0,2.0,82.0,2
4767,Kundalahalli,1397.0,3.0,105.0,3
4768,Kundalahalli,1724.0,3.0,127.0,3
4769,Kundalahalli,1010.0,2.0,49.27,2
4770,Kundalahalli,1397.0,3.0,110.0,3
4771,Kundalahalli,1397.0,3.0,104.0,3
4772,Kundalahalli,1397.0,3.0,108.0,3
4773,Kundalahalli,1920.0,3.0,150.0,3
4776,Kundalahalli,1724.0,3.0,124.0,3
4777,Kundalahalli,1047.0,2.0,84.0,2
4778,Kundalahalli,1047.0,2.0,83.0,2
4779,Kundalahalli,7000.0,4.0,550.0,4
4781,Kundalahalli,1120.0,2.0,53.76,2
4782,Kundalahalli,1047.0,2.0,82.62,2
4783,Kundalahalli,1047.0,2.0,91.0,2
4784,Kundalahalli,1724.0,3.0,146.0,3
4785,Kundalahalli,1600.0,3.0,170.0,3
4788,Kundalahalli,1010.0,2.0,48.27,2
4789,Kundalahalli,1047.0,2.0,89.0,2
4790,Kundalahalli,2500.0,5.0,245.0,4
4793,Kundalahalli,1047.0,2.0,72.0,2
4794,Kundalahalli,1260.0,2.0,58.0,2
4795,Kundalahalli,3092.0,4.0,230.0,4
4796,Kundalahalli,1065.0,2.0,70.0,2
4799,Kundalahalli,1724.0,3.0,128.0,3
4800,Kundalahalli,1315.0,2.0,74.0,2
4801,Kundalahalli,2100.0,3.0,150.0,3
4803,Kundalahalli,1724.0,3.0,140.0,3
4804,Kundalahalli,1175.0,2.0,65.0,2
4805,Laggere,2800.0,5.0,125.0,5
4806,Laggere,1200.0,3.0,130.0,3
4807,Laggere,1200.0,1.0,125.0,1
4808,Laggere,1200.0,2.0,75.0,2
4809,Laggere,620.0,2.0,48.0,1
4810,Lakshminarayana Pura,1185.0,2.0,75.0,2
4811,Lakshminarayana Pura,1600.0,2.0,108.0,3
4812,Lakshminarayana Pura,1180.0,2.0,75.0,2
4813,Lakshminarayana Pura,1172.0,2.0,82.0,2
4814,Lakshminarayana Pura,1179.0,2.0,75.0,2
4815,Lakshminarayana Pura,1149.0,2.0,75.0,2
4816,Lakshminarayana Pura,1336.0,2.0,100.0,2
4817,Lakshminarayana Pura,1175.0,2.0,75.0,2
4818,Lakshminarayana Pura,1190.0,2.0,75.0,2
4819,Lakshminarayana Pura,1200.0,2.0,75.0,2
4821,Lakshminarayana Pura,1165.0,2.0,75.0,2
4822,Lakshminarayana Pura,1145.0,2.0,75.0,2
4823,Lakshminarayana Pura,1500.0,3.0,104.0,3
4824,Lakshminarayana Pura,1210.0,2.0,75.0,2
4825,Lakshminarayana Pura,1169.0,2.0,75.0,2
4827,Lakshminarayana Pura,1172.0,2.0,75.0,2
4830,Lakshminarayana Pura,1200.0,2.0,83.0,2
4831,Lakshminarayana Pura,1200.0,2.0,80.0,2
4832,Lakshminarayana Pura,1195.0,2.0,75.0,2
4835,Lb Shastri Nagar,1043.0,2.0,55.0,2
4836,Lb Shastri Nagar,1184.0,2.0,69.0,2
4837,Lb Shastri Nagar,665.0,1.0,32.0,1
4838,Lb Shastri Nagar,1250.0,2.0,48.5,2
4839,Lb Shastri Nagar,1400.0,2.0,80.0,3
4840,Lb Shastri Nagar,1184.0,2.0,62.0,2
4841,Lb Shastri Nagar,1200.0,2.0,47.0,2
4842,Lb Shastri Nagar,1200.0,2.0,75.0,2
4843,Lb Shastri Nagar,1000.0,2.0,49.5,2
4844,Lingadheeranahalli,1521.0,3.0,95.0,3
4845,Lingadheeranahalli,1511.0,3.0,95.0,3
4846,Lingadheeranahalli,1683.0,3.0,109.0,3
4847,Lingadheeranahalli,1519.0,3.0,93.0,3
4848,Lingadheeranahalli,1521.0,3.0,94.99,3
4849,Lingadheeranahalli,1682.0,3.0,120.0,3
4850,Lingadheeranahalli,1521.0,3.0,94.71,3
4851,Lingadheeranahalli,1893.0,3.0,130.0,3
4852,Lingadheeranahalli,1705.0,3.0,110.0,3
4853,Lingadheeranahalli,2245.0,4.0,154.0,4
4854,Lingadheeranahalli,1682.0,3.0,113.0,3
4855,Lingadheeranahalli,1682.0,3.0,114.0,3
4856,Lingadheeranahalli,1506.0,3.0,95.0,3
4857,Lingadheeranahalli,1683.0,3.0,110.0,3
4858,Lingadheeranahalli,1684.0,3.0,120.0,3
4859,Lingadheeranahalli,2236.0,4.0,153.0,4
4860,Lingadheeranahalli,1894.0,4.0,114.0,3
4861,Lingadheeranahalli,2240.0,4.0,160.0,4
4862,Magadi Road,3600.0,6.0,141.0,6
4863,Magadi Road,1116.0,2.0,50.0,2
4865,Magadi Road,884.0,2.0,41.1,2
4866,Magadi Road,1005.0,2.0,55.78,2
4867,Magadi Road,1000.0,2.0,46.5,2
4868,Magadi Road,1500.0,2.0,93.0,4
4870,Magadi Road,1345.0,2.0,55.0,2
4872,Magadi Road,5000.0,6.0,360.0,5
4873,Magadi Road,1116.0,2.0,51.89,2
4874,Magadi Road,1052.0,2.0,60.0,3
4875,Magadi Road,940.0,2.0,50.0,2
4876,Magadi Road,1318.0,2.0,68.0,3
4878,Magadi Road,884.0,2.0,48.0,2
4880,Mahadevpura,1150.0,2.0,52.0,2
4881,Mahadevpura,1250.0,2.0,52.0,2
4882,Mahadevpura,1260.0,2.0,57.6,2
4883,Mahadevpura,730.0,1.0,35.0,1
4884,Mahadevpura,1434.0,2.0,67.39,3
4885,Mahadevpura,1146.0,2.0,53.8,2
4886,Mahadevpura,1532.0,2.0,62.0,2
4887,Mahadevpura,1620.0,2.0,76.0,3
4888,Mahadevpura,1136.0,2.0,64.5,2
4889,Mahadevpura,1400.0,2.0,65.8,3
4890,Mahadevpura,1137.0,2.0,53.4,2
4891,Mahadevpura,1601.0,3.0,95.0,3
4892,Mahadevpura,1450.0,3.0,75.0,3
4893,Mahadevpura,1152.0,2.0,54.0,2
4894,Mahadevpura,1212.0,2.0,56.9,2
4896,Mahadevpura,1505.0,3.0,78.0,3
4897,Mahadevpura,1500.0,2.0,70.0,3
4898,Mahadevpura,1236.0,2.0,58.0,2
4900,Mahadevpura,1120.0,2.0,53.0,2
4901,Mahalakshmi Layout,1575.0,5.0,158.0,4
4902,Mahalakshmi Layout,1105.0,2.0,80.0,2
4903,Mahalakshmi Layout,1200.0,3.0,160.0,4
4904,Mahalakshmi Layout,1200.0,2.0,110.0,3
4905,Mahalakshmi Layout,1876.0,3.0,150.0,3
4906,Mallasandra,1665.0,3.0,95.0,3
4907,Mallasandra,1665.0,3.0,86.58,3
4908,Mallasandra,1340.0,2.0,61.0,2
4909,Mallasandra,1325.0,2.0,70.0,2
4910,Mallasandra,1665.0,3.0,86.91,3
4912,Mallasandra,905.0,2.0,40.0,2
4913,Mallasandra,1325.0,2.0,65.0,2
4914,Mallasandra,1325.0,2.0,73.0,2
4915,Mallasandra,1565.0,2.0,69.0,2
4916,Mallasandra,905.0,2.0,35.0,2
4918,Mallasandra,1100.0,2.0,76.3,3
4919,Malleshpalya,1140.0,2.0,46.5,2
4920,Malleshpalya,1225.0,2.0,46.86,2
4922,Malleshpalya,1052.0,2.0,50.0,2
4923,Malleshpalya,1405.0,2.0,77.0,3
4924,Malleshpalya,1065.0,2.0,50.0,2
4925,Malleshpalya,1210.0,2.0,55.0,2
4927,Malleshpalya,1060.0,2.0,40.0,2
4928,Malleshpalya,1430.0,2.0,69.5,3
4929,Malleshpalya,1421.0,2.0,90.0,2
4930,Malleshpalya,1245.0,2.0,55.0,2
4931,Malleshpalya,1200.0,2.0,46.0,2
4932,Malleshpalya,1225.0,2.0,52.0,2
4933,Malleshwaram,705.0,1.0,67.0,1
4934,Malleshwaram,12000.0,7.0,2200.0,7
4935,Malleshwaram,2500.0,5.0,325.0,4
4936,Malleshwaram,2006.0,3.0,297.0,3
4937,Malleshwaram,686.0,1.0,62.5,1
4938,Malleshwaram,2475.0,4.0,332.0,3
4939,Malleshwaram,2610.0,3.0,399.0,3
4940,Malleshwaram,2475.0,4.0,320.0,3
4942,Malleshwaram,1420.0,2.0,158.0,2
4943,Malleshwaram,2000.0,3.0,250.0,3
4944,Malleshwaram,2215.0,3.0,275.0,3
4946,Malleshwaram,2475.0,4.0,300.0,3
4948,Malleshwaram,2215.0,4.0,310.0,3
4949,Malleshwaram,480.0,1.0,60.0,1
4951,Malleshwaram,2475.0,4.0,326.0,3
4952,Malleshwaram,2476.0,3.0,337.0,3
4955,Malleshwaram,2050.0,4.0,270.0,3
4957,Malleshwaram,620.0,1.0,86.8,1
4958,Malleshwaram,600.0,1.0,68.0,2
4959,Malleshwaram,2475.0,4.0,337.0,3
4961,Malleshwaram,2215.0,3.0,330.0,3
4964,Malleshwaram,600.0,1.0,90.0,2
4965,Malleshwaram,2200.0,3.0,275.0,3
4968,Malleshwaram,2475.0,4.0,340.0,3
4969,Malleshwaram,1400.0,2.0,190.0,2
4971,Malleshwaram,2400.0,3.0,380.0,3
4972,Malleshwaram,580.0,1.0,45.0,1
4979,Marathahalli,1933.0,3.0,140.0,3
4981,Marathahalli,1230.0,2.0,80.0,2
4982,Marathahalli,3800.0,4.0,250.0,4
4985,Marathahalli,2181.0,3.0,152.0,4
4992,Marathahalli,1610.0,3.0,90.0,3
4995,Marathahalli,1469.0,3.0,89.0,3
5000,Marathahalli,2519.0,5.0,185.0,4
5003,Marathahalli,1583.0,3.0,105.0,3
5004,Marathahalli,2524.0,5.0,190.0,4
5011,Marathahalli,1900.0,3.0,123.0,3
5021,Marathahalli,1325.0,1.0,92.0,2
5022,Marathahalli,1525.0,3.0,90.0,3
5023,Marathahalli,1937.0,3.0,140.0,3
5024,Marathahalli,1550.0,3.0,83.0,3
5031,Marathahalli,607.0,1.0,35.0,1
5032,Marathahalli,1583.0,3.0,109.0,3
5034,Marathahalli,1360.0,2.0,103.0,2
5037,Marathahalli,615.0,1.0,44.0,1
5038,Marathahalli,1595.0,3.0,90.0,3
5039,Marathahalli,1350.0,2.0,89.0,2
5042,Marathahalli,780.0,1.0,55.0,1
5043,Marathahalli,1710.0,3.0,100.0,3
5047,Marathahalli,1730.0,3.0,110.0,3
5048,Marathahalli,1583.0,3.0,115.0,3
5061,Marathahalli,1680.0,3.0,105.0,3
5062,Marathahalli,1910.0,3.0,119.0,3
5063,Marathahalli,1602.0,2.0,104.0,2
5064,Marathahalli,700.0,1.0,38.0,1
5067,Marathahalli,1690.0,3.0,116.0,3
5069,Marathahalli,1693.0,3.0,125.0,3
5072,Marathahalli,1595.0,3.0,88.0,3
5073,Marathahalli,2122.0,3.0,125.0,3
5074,Marathahalli,1730.0,3.0,115.0,3
5078,Marathahalli,1950.0,3.0,115.0,3
5081,Marathahalli,1350.0,2.0,90.0,2
5083,Marathahalli,2500.0,5.0,175.0,4
5088,Marathahalli,3400.0,4.0,235.0,4
5089,Marathahalli,1350.0,2.0,99.0,2
5092,Marathahalli,2500.0,5.0,181.0,4
5093,Marathahalli,3800.0,4.0,235.0,4
5094,Marathahalli,3951.0,4.0,230.0,4
5096,Marathahalli,1700.0,3.0,126.0,3
5101,Marathahalli,1550.0,3.0,85.0,3
5105,Marathahalli,1100.0,2.0,75.0,1
5107,Marathahalli,2524.0,5.0,180.0,4
5109,Marathahalli,1839.0,3.0,130.0,3
5110,Marathahalli,1170.0,2.0,85.0,2
5112,Marathahalli,1108.0,2.0,60.0,3
5113,Marathahalli,1449.0,3.0,110.0,3
5114,Marathahalli,1360.0,2.0,101.0,2
5122,Marathahalli,1485.0,2.0,90.0,3
5124,Margondanahalli,1090.0,2.0,58.0,2
5125,Margondanahalli,1200.0,2.0,58.5,2
5126,Margondanahalli,1200.0,2.0,67.0,2
5128,Margondanahalli,1000.0,2.0,57.0,2
5130,Margondanahalli,600.0,2.0,35.0,2
5131,Margondanahalli,1200.0,2.0,69.0,2
5132,Margondanahalli,900.0,2.0,49.0,2
5133,Margondanahalli,1140.0,2.0,60.0,2
5134,Margondanahalli,900.0,2.0,55.0,2
5135,Margondanahalli,1100.0,2.0,55.0,2
5137,Margondanahalli,1152.0,1.0,66.0,2
5139,Margondanahalli,1200.0,2.0,65.0,2
5140,Margondanahalli,1050.0,2.0,58.0,2
5141,Margondanahalli,1160.0,2.0,65.0,2
5142,Margondanahalli,1334.0,2.0,67.76,2
5143,Marsur,1000.0,4.0,66.0,3
5144,Marsur,1800.0,4.0,145.0,4
5145,Marsur,1200.0,3.0,90.0,3
5146,Marsur,1200.0,3.0,120.0,3
5147,Mico Layout,5000.0,9.0,210.0,9
5148,Mico Layout,1550.0,2.0,65.0,3
5149,Mico Layout,1125.0,2.0,40.0,2
5150,Mico Layout,1190.0,2.0,39.25,2
5151,Mico Layout,800.0,1.0,29.5,1
5153,Mico Layout,1171.0,2.0,39.0,2
5154,Mico Layout,1200.0,2.0,53.5,2
5156,Mico Layout,1140.0,2.0,43.0,2
5157,Munnekollal,1170.0,2.0,52.0,2
5158,Munnekollal,1102.0,2.0,53.67,2
5159,Munnekollal,1390.0,3.0,68.0,3
5160,Munnekollal,1200.0,2.0,49.5,2
5161,Munnekollal,950.0,2.0,46.5,2
5162,Munnekollal,1560.0,3.0,75.0,3
5163,Munnekollal,1750.0,3.0,86.5,3
5164,Munnekollal,1385.0,2.0,66.5,3
5165,Munnekollal,1080.0,2.0,45.0,2
5166,Munnekollal,1170.0,2.0,59.0,2
5168,Munnekollal,1200.0,2.0,57.9,3
5169,Munnekollal,1030.0,2.0,50.36,2
5170,Murugeshpalya,1296.0,2.0,81.0,2
5171,Murugeshpalya,1550.0,3.0,74.0,3
5172,Murugeshpalya,1845.0,3.0,91.0,3
5173,Murugeshpalya,1185.0,2.0,85.0,2
5174,Murugeshpalya,1225.0,2.0,48.0,2
5175,Murugeshpalya,1930.0,3.0,75.0,3
5176,Murugeshpalya,1600.0,2.0,65.0,3
5177,Murugeshpalya,1344.0,2.0,56.0,3
5178,Murugeshpalya,1500.0,2.0,70.0,3
5179,Murugeshpalya,1855.0,3.0,96.0,3
5180,Murugeshpalya,1175.0,2.0,75.0,2
5181,Mysore Road,1175.0,2.0,73.5,2
5182,Mysore Road,1710.0,4.0,91.31,3
5183,Mysore Road,1020.0,2.0,48.95,2
5185,Mysore Road,1070.0,2.0,45.0,2
5186,Mysore Road,1239.0,2.0,53.0,2
5187,Mysore Road,1060.0,2.0,62.0,2
5188,Mysore Road,980.0,2.0,45.47,2
5189,Mysore Road,883.0,2.0,40.0,2
5190,Mysore Road,1525.0,3.0,96.0,3
5191,Mysore Road,1200.0,2.0,65.0,2
5195,Mysore Road,883.0,2.0,40.95,2
5196,Mysore Road,1070.0,2.0,49.65,2
5198,Mysore Road,883.0,2.0,50.0,2
5199,Mysore Road,1155.0,2.0,51.0,2
5200,Mysore Road,1003.0,2.0,43.0,2
5201,Mysore Road,1237.0,2.0,73.0,2
5202,Mysore Road,883.0,2.0,45.0,2
5203,Mysore Road,1170.0,2.0,65.0,2
5204,Mysore Road,1029.5,2.0,50.855,2
5205,Mysore Road,940.0,2.0,43.61,2
5208,Mysore Road,1568.0,2.0,100.0,3
5210,Mysore Road,1175.0,2.0,70.5,2
5211,Mysore Road,1080.0,2.0,60.0,3
5213,Mysore Road,883.0,2.0,37.0,2
5216,Nagarbhavi,1350.0,3.0,150.0,3
5217,Nagarbhavi,1200.0,2.0,150.0,2
5219,Nagarbhavi,2400.0,3.0,160.0,3
5220,Nagarbhavi,884.0,2.0,36.0,1
5221,Nagarbhavi,1055.0,2.0,55.0,2
5223,Nagarbhavi,1223.0,2.0,60.0,2
5224,Nagarbhavi,956.0,2.0,49.0,2
5229,Nagarbhavi,1145.0,2.0,40.0,2
5230,Nagarbhavi,300.0,1.0,20.0,1
5231,Nagarbhavi,1250.0,3.0,175.0,4
5232,Nagarbhavi,710.0,2.0,40.0,1
5234,Nagarbhavi,1212.0,2.0,50.0,2
5235,Nagarbhavi,1020.0,2.0,55.0,2
5237,Nagarbhavi,1120.0,2.0,53.0,2
5239,Nagarbhavi,1146.0,2.0,50.0,2
5241,Nagarbhavi,1190.0,2.0,63.0,2
5243,Nagarbhavi,1050.0,2.0,80.0,2
5244,Nagarbhavi,2500.0,3.0,180.0,5
5246,Nagarbhavi,1250.0,3.0,170.0,2
5248,Nagarbhavi,1400.0,2.0,135.0,3
5250,Nagarbhavi,1100.0,2.0,46.2,2
5251,Nagarbhavi,1080.0,2.0,49.0,2
5252,Nagarbhavi,1800.0,3.0,180.0,4
5253,Nagarbhavi,1225.0,2.0,58.0,2
5254,Nagasandra,980.0,2.0,48.0,2
5255,Nagasandra,2400.0,4.0,145.0,4
5256,Nagasandra,7000.0,8.0,450.0,4
5257,Nagasandra,1650.0,3.0,95.0,3
5258,Nagasandra,1500.0,2.0,91.0,2
5259,Nagavara,400.0,1.0,14.0,1
5260,Nagavara,2172.65,3.0,120.0,4
5262,Nagavara,2319.0,3.0,180.0,3
5263,Nagavara,2430.0,4.0,180.0,3
5264,Nagavara,936.0,2.0,40.2,2
5265,Nagavara,1125.0,2.0,44.5,2
5266,Nagavara,1315.0,2.0,70.0,2
5267,Nagavara,1077.0,2.0,50.0,2
5268,Nagavara,2496.0,4.0,125.0,4
5269,Nagavara,1110.0,2.0,44.95,2
5270,Nagavara,1247.0,2.0,58.56,2
5271,Nagavarapalya,1392.0,2.0,99.0,2
5272,Nagavarapalya,705.0,1.0,52.5,1
5273,Nagavarapalya,1300.0,3.0,80.0,3
5274,Nagavarapalya,705.0,1.0,57.0,1
5275,Nagavarapalya,705.0,1.0,55.0,1
5277,Nagavarapalya,1335.0,2.0,110.0,2
5278,Nagavarapalya,1260.0,2.0,85.5,2
5279,Narayanapura,1308.0,2.0,89.04,2
5280,Narayanapura,1566.0,3.0,83.3,3
5281,Narayanapura,1485.0,3.0,85.0,3
5282,Narayanapura,1302.0,2.0,69.1,2
5284,Narayanapura,2357.0,3.0,135.0,3
5286,Narayanapura,1469.0,2.0,99.14,2
5287,Neeladri Nagar,1053.0,2.0,45.0,2
5288,Neeladri Nagar,1363.0,2.0,68.0,2
5289,Neeladri Nagar,2556.0,3.0,133.0,3
5290,Neeladri Nagar,674.0,1.0,21.0,1
5291,Neeladri Nagar,527.0,1.0,26.0,1
5293,Neeladri Nagar,1060.0,2.0,35.0,2
5294,Neeladri Nagar,640.0,1.0,20.5,1
5295,Neeladri Nagar,4000.0,12.0,160.0,10
5296,Neeladri Nagar,1105.0,2.0,30.0,2
5297,Neeladri Nagar,1100.0,2.0,30.0,2
5298,Neeladri Nagar,2111.0,3.0,103.0,3
5299,Nehru Nagar,1775.0,3.0,110.0,3
5302,Nehru Nagar,967.0,2.0,41.1,2
5303,Nehru Nagar,1374.0,3.0,72.0,3
5304,Nehru Nagar,1674.0,3.0,90.0,3
5305,Nehru Nagar,1269.0,2.0,63.0,3
5306,Nehru Nagar,1100.0,2.0,50.0,2
5307,Nehru Nagar,1674.0,3.0,81.0,3
5308,Ngr Layout,1020.0,2.0,45.9,2
5309,Ngr Layout,1105.0,2.0,49.73,2
5310,Ngr Layout,1022.0,2.0,45.9,2
5311,Ngr Layout,1020.0,2.0,45.0,2
5312,Ngr Layout,1019.0,2.0,45.9,2
5313,Ngr Layout,1020.0,2.0,46.0,2
5314,Ngr Layout,1021.0,2.0,46.0,2
5315,Ngr Layout,1021.0,2.0,45.9,2
5316,Nri Layout,1565.0,2.0,75.0,3
5317,Nri Layout,2500.0,5.0,130.0,5
5318,Nri Layout,1125.0,2.0,45.56,2
5319,Nri Layout,2150.0,4.0,115.0,4
5320,Nri Layout,1250.0,2.0,75.0,2
5321,Nri Layout,1789.0,3.0,75.0,3
5322,Nri Layout,1731.0,3.0,64.11,3
5323,Nri Layout,2400.0,2.0,125.0,2
5324,Nri Layout,2700.0,5.0,95.75,4
5325,Old Airport Road,2732.0,4.0,204.0,4
5327,Old Airport Road,3356.0,4.0,251.0,4
5328,Old Airport Road,1206.0,2.0,75.0,2
5329,Old Airport Road,2774.0,4.0,207.0,4
5330,Old Airport Road,2690.0,4.0,191.0,4
5331,Old Airport Road,2690.0,4.0,199.0,4
5332,Old Airport Road,1655.0,2.0,97.65,2
5333,Old Airport Road,1075.0,2.0,60.0,2
5334,Old Airport Road,1858.0,2.0,167.0,3
5335,Old Airport Road,1150.0,2.0,90.0,2
5337,Old Airport Road,2658.0,5.0,187.0,4
5338,Old Airport Road,946.0,2.0,58.0,2
5339,Old Airport Road,2774.0,4.0,208.0,4
5341,Old Airport Road,3200.0,4.0,280.0,4
5342,Old Airport Road,2690.0,4.0,201.0,4
5343,Old Airport Road,1145.0,2.0,75.0,2
5344,Old Airport Road,2732.0,4.0,194.0,4
5345,Old Airport Road,2658.0,5.0,189.0,4
5346,Old Airport Road,2774.0,4.0,197.0,4
5347,Old Airport Road,3496.0,4.0,262.0,4
5350,Old Airport Road,1798.0,3.0,150.0,3
5352,Old Airport Road,1184.0,2.0,78.0,2
5353,Old Airport Road,3504.0,4.0,262.0,4
5354,Old Airport Road,1055.0,2.0,75.0,2
5355,Old Madras Road,1425.0,2.0,94.0,3
5356,Old Madras Road,3715.0,6.0,224.5,4
5359,Old Madras Road,935.0,2.0,45.0,2
5361,Old Madras Road,1720.0,3.0,100.0,3
5362,Old Madras Road,1200.0,2.0,72.0,2
5363,Old Madras Road,1225.0,2.0,53.55,2
5364,Old Madras Road,1100.0,2.0,70.0,2
5365,Old Madras Road,2760.0,5.0,157.0,3
5366,Old Madras Road,1171.0,2.0,75.0,2
5368,Old Madras Road,4500.0,7.0,294.0,5
5370,Old Madras Road,1065.0,2.0,47.86,2
5371,Old Madras Road,2010.0,3.0,125.0,4
5373,Old Madras Road,1480.0,2.0,84.0,3
5374,Old Madras Road,2990.0,5.0,210.0,3
5375,Old Madras Road,1210.0,2.0,74.0,2
5376,Old Madras Road,1171.0,2.0,72.0,2
5378,Old Madras Road,1480.0,3.0,95.0,3
5380,Old Madras Road,1210.0,2.0,80.0,2
5381,Old Madras Road,1859.0,3.0,121.0,3
5382,Old Madras Road,2990.0,5.0,173.0,3
5385,Old Madras Road,2300.0,3.0,142.0,3
5388,Old Madras Road,1210.0,2.0,77.0,2
5389,Old Madras Road,5020.0,7.0,287.0,5
5391,Old Madras Road,1330.0,2.0,74.0,2
5392,Old Madras Road,1720.0,3.0,106.0,3
5393,Old Madras Road,2640.0,5.0,150.0,3
5394,Old Madras Road,2990.0,3.0,170.0,3
5396,Old Madras Road,1171.0,2.0,73.0,2
5397,Old Madras Road,1630.0,3.0,110.0,3
5398,Old Madras Road,1165.0,2.0,52.0,2
5399,Old Madras Road,2640.0,2.0,170.0,2
5400,Old Madras Road,1165.0,2.0,51.42,2
5401,Ombr Layout,2420.0,3.0,185.0,3
5402,Ombr Layout,1078.0,2.0,65.0,2
5403,Ombr Layout,1101.0,2.0,65.5,2
5404,Ombr Layout,1041.0,2.0,65.5,2
5405,Ombr Layout,1300.0,2.0,80.0,2
5406,Ombr Layout,2400.0,5.0,275.0,5
5407,Ombr Layout,1085.0,2.0,64.0,2
5408,Ombr Layout,1855.0,3.0,145.0,3
5409,Ombr Layout,1050.0,2.0,48.0,2
5411,Ombr Layout,1165.0,2.0,88.5,2
5412,Ombr Layout,1101.0,2.0,66.0,2
5413,Ombr Layout,3400.0,4.0,275.0,4
5415,Other,2770.0,4.0,290.0,3
5418,Other,600.0,1.0,38.0,1
5421,Other,1500.0,2.0,185.0,2
5422,Other,840.0,2.0,45.0,2
5423,Other,4395.0,3.0,240.0,3
5424,Other,845.0,2.0,55.0,2
5425,Other,2511.0,3.0,205.0,3
5426,Other,1660.0,2.0,105.0,3
5428,Other,1200.0,2.0,65.0,2
5429,Other,1200.0,3.0,90.0,3
5433,Other,782.0,2.0,55.68,2
5434,Other,1800.0,3.0,120.0,3
5435,Other,1413.0,2.0,75.0,3
5436,Other,945.0,2.0,54.0,2
5437,Other,1870.0,3.0,110.0,3
5438,Other,1260.0,2.0,85.05,3
5440,Other,2795.0,4.0,235.0,3
5442,Other,1904.0,3.0,150.0,3
5443,Other,2000.0,3.0,175.0,3
5446,Other,1500.0,3.0,100.0,3
5448,Other,1783.0,3.0,115.0,3
5449,Other,912.0,2.0,70.0,3
5452,Other,1580.0,3.0,100.0,3
5453,Other,1415.0,3.0,78.0,3
5455,Other,2405.0,4.0,260.0,3
5456,Other,1500.0,2.0,115.0,2
5461,Other,1060.0,2.0,60.0,2
5462,Other,2600.0,8.0,180.0,8
5464,Other,1285.0,2.0,72.5,2
5465,Other,4050.0,3.0,280.0,3
5468,Other,1280.0,2.0,69.0,2
5469,Other,3045.0,3.0,170.0,3
5472,Other,900.0,2.0,110.0,2
5477,Other,1560.0,3.0,115.0,3
5480,Other,1200.0,4.0,165.0,4
5482,Other,1645.0,3.0,95.0,3
5483,Other,1200.0,2.0,79.0,2
5485,Other,1350.0,2.0,140.0,3
5486,Other,1800.0,3.0,150.0,3
5488,Other,1762.0,3.0,125.0,3
5491,Other,2023.71,3.0,275.0,3
5497,Other,2150.0,4.0,240.0,3
5500,Other,3309.0,4.0,325.0,4
5501,Other,5000.0,9.0,360.0,11
5503,Other,1150.0,2.0,126.0,2
5506,Other,1200.0,2.0,74.0,2
5509,Other,1753.0,3.0,120.0,3
5511,Other,720.0,2.0,45.0,2
5514,Other,1200.0,3.0,165.0,4
5515,Other,700.0,1.0,41.0,1
5517,Other,1595.0,3.0,115.0,3
5518,Other,1353.0,2.0,110.0,2
5519,Other,1200.0,2.0,85.0,1
5522,Other,1325.0,2.0,90.0,3
5525,Other,1056.0,2.0,80.0,2
5528,Other,1544.0,3.0,120.0,3
5530,Other,540.0,1.0,36.0,1
5531,Other,1578.0,3.0,180.0,3
5533,Other,1600.0,2.0,115.0,2
5534,Other,416.0,1.0,18.5,1
5537,Other,834.0,1.0,60.0,1
5538,Other,1125.0,4.0,70.0,3
5539,Other,3000.0,5.0,260.0,4
5540,Other,2160.0,5.0,250.0,6
5542,Other,469.0,1.0,25.0,1
5547,Other,1630.0,2.0,200.0,2
5549,Other,1200.0,2.0,70.0,3
5550,Other,1350.0,3.0,77.0,3
5551,Other,4046.0,4.0,445.0,4
5552,Other,1180.0,2.0,78.34,3
5553,Other,1355.0,2.0,115.0,2
5554,Other,600.0,1.0,50.0,1
5555,Other,1875.0,3.0,165.0,3
